,face_id,file_id,x,y,w,h,ex,ey,ra,rb,theta,Female,Glasses,Occluded,Age,Trustworthiness,Dominance,IQ,upsidedown,BW,Roll,Pitch,Yaw,Trustworthiness_raw,Dominance_raw,Age_raw,IQ_raw,Trustworthiness_num,Dominance_num,Age_num,IQ_num,split
14831,54984,image71303.jpg,517.0,247.0,200.0,200.0,657.403869629,311.18624877900004,119.27788543700001,84.6488265991,-1.55069684982,0.0,0.0,0.0,3.133333333,0.338624,0.386364,4.0,0.0,0.0,-0.17057888209819802,-0.270519465208054,1.05545663833618,"[2, 1, 4, 2, 3, 4, 3, 2, 2, 2, 1, 2, 3, 3, 2, 5, 3, 2, 4, 3, 4, 1, 3, 5, 5, 1, 3, 4, 3, 6, 2, 6, 5, 3, 3, 2, 4, 5, 2, 3, 3, 3, 2, 1, 3, 1, 4, 6, 3, 4, 3, 2, 1, 2, 3, 5, 4, 3, 5, 3, 3, 2, 2]","[4, 3, 5, 5, 4, 6, 4, 3, 3, 5, 4, 1, 2, 2, 3, 5, 4, 5, 3, 3, 4, 2, 3, 3, 3, 4, 1, 4, 3, 4, 3, 3, 2, 3, 7, 5, 4, 3, 3, 3, 3, 4, 2, 3, 4, 1, 5, 1, 2, 4, 4, 3, 5, 1, 6, 3, 2, 3, 2, 2, 2, 3, 1, 1, 7, 4]","[3, 3, 2, 3, 5, 2, 2, 4, 5, 3, 3, 3, 3, 3, 3]","[3, 3, 4, 4, 5, 6, 2, 7, 4, 4, 4, 3, 5, 4, 3, 3]",63,66,15,16,train
13024,53114,image52336.jpg,523.0,400.0,184.0,184.0,606.937438965,472.105163574,108.483688354,76.9884262085,1.53802120686,0.0,0.0,0.0,6.15,0.333333,0.525641,4.1428571430000005,0.0,1.0,0.0156311485916376,0.121148087084293,-0.11851795762777301,"[1, 1, 1, 3, 3, 6, 4, 3, 4, 4, 4, 3, 2, 2, 5, 1, 1, 2, 4, 2, 2, 2, 2, 1, 3, 1, 1, 2, 1, 2, 3, 3, 2, 3, 2, 2]","[1, 6, 6, 5, 6, 4, 4, 7, 3, 4, 4, 5, 2, 3, 5, 6, 7, 5, 3, 2, 6, 3, 1, 5, 1]","[3, 6, 7, 6, 7, 7, 7, 6, 5, 7, 6, 6, 6, 7, 6, 6, 6, 6, 6, 7]","[4, 7, 3, 3, 5, 4, 4, 3, 4, 4, 4, 5, 4, 4]",36,25,20,14,train
17970,58413,image12801.jpg,86.0,91.0,157.0,157.0,162.059204102,139.444229126,90.90288543700001,64.51171875,1.55598258972,1.0,0.0,0.0,6.75,0.614035,0.26111100000000004,4.227272727,0.0,1.0,0.0107732694596052,-0.28812164068221996,-0.20606915652751892,"[7, 1, 6, 1, 1, 5, 7, 7, 4, 5, 5, 6, 6, 5, 3, 4, 5, 6, 7, 5, 7, 6, 7, 7, 3, 3, 6, 3]","[3, 4, 2, 1, 7, 2, 4, 3, 2, 1, 2, 2, 2, 2, 3, 5, 3, 2, 2, 5, 3, 2, 1, 1, 6, 4, 1, 4, 4, 2, 6, 1, 6, 3, 1, 2, 5, 3, 5]","[7, 6, 6, 7, 7, 7, 7, 7, 6, 7, 7, 7]","[5, 6, 4, 3, 6, 4, 4, 4, 5, 4, 7, 5, 3, 4, 3, 2, 4, 5, 4, 3, 4, 4]",28,39,12,22,train
12871,52937,image50920.jpg,430.0,132.0,112.0,112.0,503.900726318,168.844009399,67.1137161255,47.6290855408,1.47603356838,1.0,0.0,0.0,,,,,0.0,0.0,-0.0026711991522461198,-0.30048951506614696,1.0339497327804599,"[3, 1, 3, 4, 2, 4, 1, 4, 3, 3, 4, 2, 5, 1, 3, 6, 3, 6, 3, 3, 4, 1, 2, 1, 4, 4, 1, 5, 2, 4]","[2, 6, 3, 5, 6, 7, 4, 7, 4, 5, 2, 6, 3, 6, 4, 2, 6, 6, 4, 7, 4, 7, 5, 5, 1, 7, 6, 3, 7, 5, 5]","[3, 3, 3, 4, 2, 3, 2, 3, 3, 3, 4, 2, 3, 5]","[4, 4, 2, 3, 4, 5, 3, 3, 5, 3, 4, 4, 4, 5, 4, 5, 5, 4, 3]",30,31,14,19,train
15399,55609,image01302.jpg,88.0,155.0,57.0,57.0,118.17339325,178.180786133,33.3440971375,23.6635532379,-1.5707962513,0.0,0.0,0.0,3.6,0.33068800000000004,0.472637,3.4,0.0,1.0,-0.0198685359209776,-0.051591120660305,0.0166058707982302,"[3, 4, 4, 5, 2, 1, 4, 1, 4, 4, 2, 2, 3, 1, 4, 1, 3, 3, 5, 1, 2, 4, 3, 3, 4, 4, 1, 3, 2, 6, 3, 2, 3, 6, 3, 4, 1, 2, 4, 2, 4, 1, 3, 1, 3, 4, 2, 3, 3, 2, 3, 5, 2, 2, 4, 4, 5, 3, 3, 2, 5, 2, 3]","[5, 5, 7, 1, 2, 4, 6, 5, 4, 3, 4, 4, 2, 3, 2, 5, 2, 3, 2, 4, 6, 3, 1, 4, 3, 1, 2, 4, 3, 7, 4, 4, 5, 3, 3, 4, 4, 2, 5, 4, 5, 4, 5, 3, 5, 1, 3, 5, 4, 5, 7, 5, 2, 3, 1, 4, 6, 4, 6, 4, 6, 4, 3, 2, 7, 4, 4]","[3, 3, 2, 4, 3, 5, 3, 4, 4, 5, 4, 3, 3, 4, 4]","[3, 4, 4, 3, 2, 3, 4, 3, 4, 3, 4, 4, 3, 5, 2]",63,67,15,15,train
14975,55170,image00233.jpg,392.0,280.0,1069.0,1069.0,845.44732666,656.8791503909999,609.491577148,432.542388916,1.51341509819,1.0,0.0,0.0,1.9375,0.759259,0.272727,4.32,0.0,0.0,0.117335349321365,-0.164317324757576,-0.40135267376899697,"[5, 3, 7, 2, 4, 7, 7, 3, 6, 6, 7, 6, 7, 7, 5, 6, 1, 6, 4, 7, 5, 6, 7, 3, 6, 4, 5, 6, 5, 6, 6, 6, 6]","[4, 3, 4, 3, 1, 2, 1, 3, 3, 3, 3, 1, 2, 2, 2, 3, 3, 2, 1, 2, 2, 1, 1, 2, 7, 4]","[1, 2, 1, 1, 2, 4, 2, 2, 3, 2, 2, 1, 3, 2, 1, 2]","[3, 3, 3, 4, 5, 4, 4, 4, 6, 6, 3, 5, 3, 6, 4, 6, 4, 5, 5, 3, 5, 5, 4, 4, 4]",33,26,16,25,train
1107,40489,image10716.jpg,79.0,116.0,218.0,218.0,170.26385498,189.487304688,119.848495483,85.0537719727,-1.48707640171,1.0,0.0,0.0,3.307692308,0.375,0.5,4.0,0.0,0.0,-0.037886727601289694,-0.28613170981407204,-0.404620081186295,"[3, 5, 1, 1, 1, 3, 4, 4, 3, 5, 3, 3, 4, 4, 2, 5, 3, 2, 4, 6, 6, 3, 3, 3, 7, 4]","[5, 5, 1, 5, 3, 3, 3, 5, 4, 4, 2, 4, 5, 2, 2, 5, 4, 6, 2, 3, 4, 2, 6, 5, 5, 3, 3, 5]","[3, 3, 3, 5, 3, 3, 4, 3, 2, 3, 6, 3, 2]","[3, 3, 5, 4, 5, 3, 5]",26,28,13,7,train
15662,55895,image02490.jpg,85.0,54.0,47.0,47.0,105.264038086,71.4935150146,27.6583957672,19.628540039100002,1.44247305393,0.0,0.0,0.0,4.555555556,0.449275,0.516667,4.307692308,0.0,0.0,0.24396274983882896,-0.4787288308143621,-0.28295677900314303,"[4, 2, 3, 3, 2, 4, 1, 5, 5, 6, 5, 5, 4, 5, 1, 6, 6, 3, 2, 4, 2, 7, 6, 2, 4, 4, 1]","[4, 5, 5, 4, 4, 4, 4, 3, 2, 1, 5, 1, 3, 2, 6, 3, 3, 4, 6]","[4, 4, 5, 4, 5, 4, 5, 5, 5]","[3, 3, 6, 7, 4, 5, 4, 5, 6, 5, 1, 3, 4]",27,19,9,13,train
12407,52422,image47720.jpg,161.0,4.0,514.0,514.0,462.632415771,187.555786133,281.63171386700003,199.86767578099997,-1.56790614128,1.0,0.0,0.0,2.9375,0.586957,0.362069,5.1052631580000005,0.0,0.0,-0.0278679877519608,-0.13875429332256306,0.42440620064735396,"[5, 4, 5, 4, 5, 1, 6, 4, 4, 7, 5, 6, 6, 5, 4, 4, 5, 3, 3, 3, 5, 5, 4, 5]","[6, 1, 2, 1, 3, 1, 6, 1, 4, 3, 1, 5, 3, 5, 2, 5, 3, 2, 3, 2, 7, 3, 1, 4, 2, 2, 2, 1, 3, 2, 3, 5, 6, 1, 2, 5]","[3, 3, 2, 2, 3, 4, 3, 3, 4, 2, 2, 2, 4, 4, 3, 3]","[6, 6, 5, 7, 6, 6, 5, 6, 6, 4, 5, 4, 5, 5, 4, 4, 5, 3, 5]",24,36,16,19,train
14137,54280,image65464.jpg,488.0,139.0,113.0,113.0,542.284667969,185.292800903,66.851852417,47.4432487488,-1.5483281612399995,0.0,0.0,0.0,5.307692308,0.225,,4.333333333,0.0,0.0,-0.014278476126491997,0.0424176789820194,0.00448515964671969,"[2, 1, 1, 1, 4, 3, 4, 1, 3, 4, 4, 2, 3, 5, 2, 1, 1, 5, 2, 4, 2, 6, 1, 2, 2, 1, 4, 1, 3, 2, 3]","[3, 5, 4, 5, 3, 5, 4, 5, 6, 4, 2, 5, 5, 6, 6, 6, 2, 6, 2, 5, 4, 3, 4, 3, 5, 1, 5]","[5, 5, 6, 6, 5, 5, 6, 6, 5, 4, 5, 6, 5]","[4, 4, 5, 7, 6, 5, 4, 3, 4, 2, 1, 4, 5, 5, 5, 5, 4, 5, 4, 4, 5]",31,27,13,21,train
18014,58460,image12895.jpg,455.0,741.0,1210.0,1210.0,1050.5904541000002,1236.83789062,669.298828125,474.98626709,1.56121194363,1.0,0.0,0.0,1.894736842,0.738889,0.341667,3.0909090910000003,0.0,0.0,0.025312528014183,0.0616316199302673,-0.0291660018265247,"[6, 7, 6, 7, 5, 7, 2, 6, 4, 5, 5, 6, 5, 5, 6, 6, 6, 6, 5, 4, 4, 7, 6, 5, 7, 6]","[6, 3, 2, 2, 3, 3, 1, 1, 4, 1, 2, 1, 3, 3, 1, 4, 1, 2, 3, 3, 3, 2, 3, 7, 3, 2, 2, 1, 3, 1, 1, 3]","[5, 2, 1, 2, 1, 2, 2, 3, 1, 2, 2, 2, 1, 2, 1, 1, 2, 2, 2]","[3, 2, 5, 5, 1, 2, 3, 4, 4, 4, 1]",26,32,19,11,train
13902,54041,image63036.jpg,86.0,123.0,126.0,126.0,148.662750244,166.268661499,72.5790634155,51.507724761999995,1.4990695715,1.0,0.0,0.0,3.9,0.517677,0.444444,4.538461538,0.0,0.0,0.0842690616846085,-0.224779680371284,-0.0429262407124043,"[3, 4, 2, 1, 3, 4, 5, 4, 3, 5, 5, 5, 1, 1, 4, 4, 4, 6, 6, 1, 7, 5, 3, 3, 3, 4, 4, 5, 1, 4, 3, 6, 4, 5, 6, 5, 6, 5, 1, 5, 3, 6, 7, 3, 7, 7, 5, 5, 2, 2, 5, 1, 5, 4, 2, 3, 6, 4, 4, 7, 6, 1, 5, 4, 5, 6]","[2, 4, 1, 5, 6, 3, 3, 2, 7, 6, 6, 1, 4, 1, 4, 3, 2, 3, 1, 4, 5, 2, 4, 5, 5, 3, 5, 4, 4, 4, 2, 3, 3, 4, 6, 3, 3, 1, 2, 4, 6, 5, 4, 2, 5, 5, 4, 3, 3, 5, 7, 4, 2, 3, 3, 2, 6]","[4, 5, 4, 4, 4, 4, 4, 5, 3, 3, 5, 3, 4, 5, 4, 4, 4, 4, 4, 1]","[3, 5, 4, 4, 5, 5, 5, 5, 4, 5, 4, 5, 5]",66,57,20,13,train
18581,59093,image14235.jpg,229.0,68.0,63.0,63.0,264.27621459999995,88.8188018799,37.439239502,26.5697822571,-1.2066950798,1.0,0.0,0.0,3.727272727,0.363636,0.6190479999999999,3.842105263,0.0,0.0,-0.3823336362838751,-0.3714298605918879,0.08062450587749477,"[4, 1, 3, 2, 5, 3, 2, 2, 1, 3, 4, 2, 3, 4, 5, 3, 4, 3, 3, 6, 3, 4, 6, 5, 4, 1, 2, 2, 6]","[6, 5, 3, 6, 2, 4, 5, 6, 4, 3, 5, 7, 7, 5, 4, 7, 5, 4, 4, 3, 7, 1, 6, 4, 2, 5, 3, 7, 2, 7, 5, 4, 4, 3, 5, 4, 3, 4, 6, 7]","[2, 4, 4, 4, 5, 5, 3, 4, 3, 3, 4]","[3, 4, 5, 2, 4, 4, 4, 2, 3, 4, 4, 4, 4, 6, 5, 4, 3, 4, 4]",29,40,11,19,train
14257,54403,image66384.jpg,-31.0,228.0,373.0,373.0,224.404434204,353.647796631,212.178268433,150.578125,1.4555248022100002,1.0,0.0,0.0,,,,,0.0,1.0,-0.17114208638668102,-0.219285294413567,0.95698755979538,"[2, 1, 2, 3, 5, 5, 3, 6, 5, 1, 1, 2, 4, 5, 3, 3, 6, 3, 3, 4, 5, 5, 3, 6, 1, 5, 3, 1, 4, 4, 2, 6, 3, 5, 3, 6, 2, 3, 7, 3, 5, 2, 2, 4, 1, 1, 4, 2, 6, 3, 7, 1, 4, 4, 1, 6, 6, 5, 3, 4, 7, 3, 2, 5, 5, 3, 5, 2, 3, 3, 4]","[6, 7, 6, 3, 4, 2, 2, 5, 3, 4, 5, 5, 1, 3, 2, 5, 6, 4, 1, 3, 4, 7, 5, 3, 3, 3, 2, 2, 6, 3, 5, 6, 6, 3, 7, 3, 5, 6, 5, 3, 4, 2, 5, 7, 3, 5, 5, 5, 2, 4, 2, 2, 5, 6, 4, 6, 1, 7, 5, 2, 4, 3, 3, 7, 5, 1]","[4, 5, 3, 3, 4, 4, 5, 4, 5, 6, 3, 4, 3, 4, 3, 5, 3]","[3, 5, 4, 5, 6, 5, 4, 4, 5, 5, 4]",71,66,17,11,train
14924,55115,image00090.jpg,213.0,107.0,136.0,136.0,288.559814453,151.598556519,79.0838851929,56.1240501404,-1.54864728451,1.0,0.0,0.0,4.476190476,0.298507,0.449495,3.111111111,0.0,0.0,-0.07805577665567401,-0.25673341751098605,0.270233660936356,"[1, 1, 1, 4, 3, 3, 4, 4, 5, 1, 1, 2, 2, 2, 4, 4, 1, 1, 3, 3, 1, 3, 2, 4, 3, 1, 3, 3, 1, 1, 2, 2, 3, 2, 4, 4, 4, 1, 6, 2, 3, 2, 6, 3, 5, 2, 1, 5, 2, 3, 5, 4, 1, 2, 2, 3, 3, 3, 1, 7, 3, 4, 3, 4, 2, 1, 5]","[2, 5, 2, 2, 6, 2, 1, 1, 5, 2, 5, 1, 1, 6, 3, 3, 7, 4, 1, 3, 1, 4, 1, 1, 7, 4, 4, 6, 6, 7, 2, 4, 7, 6, 4, 3, 1, 2, 3, 5, 3, 6, 7, 4, 2, 5, 4, 5, 3, 2, 4, 5, 7, 6, 3, 2, 2, 3, 5, 4, 4, 7, 3, 1, 4, 3]","[4, 5, 4, 6, 4, 6, 5, 4, 4, 5, 6, 5, 3, 4, 4, 4, 4, 4, 4, 5, 4]","[3, 4, 4, 3, 3, 4, 3, 1, 3, 4, 3, 2, 3, 2, 3, 4, 4, 3]",67,66,21,18,train
9848,49655,image22608.jpg,38.0,69.0,64.0,64.0,67.69961547850001,91.49333953860001,38.1162033081,27.0502090454,-1.31584584713,0.0,0.0,0.0,4.952380952,0.460317,0.518519,4.5,0.0,1.0,-0.18329650163650504,-0.218056499958038,-0.52729719877243,"[4, 4, 5, 7, 5, 1, 4, 5, 6, 4, 4, 2, 3, 1, 2, 2, 1, 4, 3, 7, 6, 6, 1, 6, 4, 1, 1, 5, 6, 5, 7, 4, 4, 4, 3, 1, 6, 3]","[3, 6, 3, 4, 3, 2, 7, 1, 3, 3, 4, 2, 3, 3, 6, 3, 6, 3, 6, 5, 5, 4, 5, 5, 7, 6, 5, 7, 3, 4, 5]","[5, 4, 5, 5, 5, 5, 6, 6, 4, 3, 6, 5, 5, 5, 6, 6, 4, 3, 6, 5, 5]","[7, 5, 4, 4, 2, 5, 4, 5, 2, 5, 4, 5, 6, 5, 2, 5, 4, 5, 4, 7]",38,31,21,20,train
15957,56217,image03764.jpg,114.0,110.0,150.0,150.0,194.514556885,151.318084717,85.592300415,60.7429237366,-1.55261647701,1.0,0.0,0.0,2.875,0.604762,0.35101,4.529411765,0.0,0.0,-0.0297876354306936,-0.621690809726715,0.18382209539413494,"[7, 3, 6, 3, 3, 4, 7, 5, 7, 6, 7, 6, 5, 5, 3, 4, 4, 4, 5, 4, 7, 2, 5, 4, 5, 5, 2, 6, 5, 3, 7, 7, 3, 2, 4, 5, 3, 2, 6, 7, 6, 5, 3, 7, 1, 4, 5, 1, 2, 5, 5, 6, 3, 4, 4, 6, 3, 5, 4, 4, 7, 7, 4, 4, 6, 5, 7, 6, 6, 1]","[5, 2, 2, 3, 3, 3, 3, 2, 1, 7, 5, 2, 7, 1, 3, 5, 2, 1, 6, 1, 3, 1, 3, 2, 6, 4, 4, 2, 2, 1, 3, 2, 3, 5, 3, 1, 6, 5, 2, 2, 4, 2, 3, 1, 1, 2, 4, 4, 4, 1, 4, 3, 5, 2, 3, 2, 2, 5, 5, 3, 4, 4, 4, 4, 2, 3]","[2, 3, 3, 3, 3, 3, 4, 3, 2, 2, 3, 3, 4, 3, 2, 3]","[5, 4, 3, 5, 4, 5, 4, 6, 4, 5, 4, 5, 5, 6, 3, 4, 5]",70,66,16,17,train
13674,53804,image59455.jpg,208.0,116.0,406.0,406.0,497.37649536099997,256.65344238299997,239.934158325,170.275848389,1.50514948368,0.0,0.0,0.0,,,,,0.0,0.0,0.19291651248931896,-0.15284323692321802,1.1788934469223,"[4, 5, 4, 5, 6, 4, 2, 3, 3, 2, 1, 7, 1, 2, 6, 4, 4, 4, 2, 2, 4, 2, 7, 4, 5, 5, 4, 4, 5, 3, 2, 3, 4, 4, 7, 3, 4, 4, 3, 6, 4]","[3, 4, 3, 1, 5, 5, 3, 3, 1, 3, 2, 2, 1, 3, 3, 5, 6, 2, 3, 4, 1, 1, 4, 4, 6, 2, 1, 4, 3, 4, 2, 2, 1, 3]","[4, 5, 3, 4, 3, 3, 2, 3, 5, 4, 4, 2, 3]","[5, 6, 5, 4, 4, 3, 5, 6, 5]",41,34,13,9,train
17982,58428,image12827.jpg,124.0,223.0,450.0,450.0,338.306121826,391.913787842,247.55488586400003,175.68411254900002,1.5401310920700002,0.0,0.0,0.0,6.5625,0.570175,0.59375,5.090909091,0.0,0.0,0.0460100509226322,-0.11003435403108601,-0.12890939414501199,"[3, 6, 2, 5, 7, 3, 5, 2, 7, 5, 1, 4, 4, 3, 3, 5]","[6, 3, 7, 4, 6, 7, 6, 1, 4, 5, 3, 5, 2, 5, 5, 6, 3, 5, 5, 5, 5]","[7, 7, 6, 7, 7, 6, 6, 5, 6, 7, 7, 6, 7, 7, 7, 7]","[3, 5, 6, 6, 6, 6, 5, 7, 5, 3, 4]",16,21,16,11,train
14558,54706,image68307.jpg,381.0,227.0,440.0,440.0,694.522888184,395.87484741199995,258.77493286099997,183.64671325700002,-1.5335897207299998,1.0,0.0,0.0,,,,,0.0,0.0,0.131906300783157,0.0253562349826097,1.0244827270507801,"[6, 6, 4, 6, 4, 7, 4, 3, 5, 5, 6, 5, 3, 1, 3, 5, 4, 3, 5, 5, 4, 5, 4, 5, 3, 6, 4]","[1, 3, 3, 2, 5, 5, 5, 3, 2, 4, 3, 3, 2, 2, 5, 6, 6, 3, 5, 6, 4, 5, 7, 6, 3, 7, 2, 2, 1]","[3, 3, 4, 4, 3, 2, 2, 4, 4, 3, 3, 2, 2, 4, 3]","[7, 4, 5, 5, 4, 4, 6, 4, 5, 6, 6, 5, 6, 5, 5, 6, 4, 4, 3, 4, 4, 7, 4, 6]",27,29,15,24,train
15550,55772,image02023.jpg,180.0,60.0,166.0,166.0,265.52557373,134.442092896,95.46334838870001,67.7481842041,1.55504953861,1.0,0.0,0.0,3.266666667,0.333333,0.704545,3.5,0.0,0.0,0.030037701129913295,0.18044519424438504,0.0841976702213287,"[3, 2, 1, 4, 2, 4, 5, 3, 2, 4, 4, 2, 4, 3, 2, 1, 4, 2, 6, 4, 4, 7, 5, 2, 5, 3, 6, 4, 3, 4, 3, 6, 5, 1]","[5, 4, 7, 6, 5, 5, 6, 7, 5, 5, 5, 4, 7, 5, 4, 6, 3, 6, 1, 6, 6, 6, 5, 6, 5, 6, 3, 6, 3, 4, 5]","[2, 2, 3, 3, 3, 3, 4, 4, 3, 4, 3, 3, 4, 4, 4]","[3, 4, 4, 5, 5, 2, 4, 4, 3, 1, 4, 2, 4, 4]",34,31,15,14,train
11148,51067,image36712.jpg,60.0,15.0,286.0,286.0,232.409057617,115.024337769,158.326538086,112.360771179,-1.47629189491,0.0,0.0,0.0,1.294117647,0.54386,0.408046,3.125,0.0,0.0,-0.127210021018982,-0.21483659744262693,0.331656843423843,"[5, 7, 6, 2, 7, 3, 6, 5, 3, 5, 4, 4, 2, 2, 2, 4, 1, 2, 4, 4, 4, 3, 6, 2, 5, 4, 6]","[1, 5, 7, 1, 3, 5, 2, 3, 4, 3, 1, 5, 4, 6, 2, 5, 1, 1, 4, 5, 2, 2, 2, 7, 2, 1, 3, 4, 7]","[2, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]","[5, 4, 5, 3, 5, 3, 1, 2, 2, 1, 3, 4, 3, 4, 2, 3]",27,29,17,16,train
15372,55582,image01217.jpg,104.0,104.0,208.0,208.0,210.69053649900002,176.829299927,114.27104950000002,81.0955886841,-1.5318549871399998,1.0,0.0,0.0,2.916666667,0.657407,0.462963,3.944444444,0.0,0.0,-0.0821809694170952,-0.245065912604332,0.12758538126945498,"[5, 7, 6, 4, 7, 4, 5, 1, 5, 2, 3, 7, 5, 3, 5, 4, 4, 6, 7, 5, 3, 6, 3, 2, 5, 4, 4]","[5, 3, 5, 2, 5, 2, 6, 2, 4, 4, 5, 6, 3, 4, 5, 4, 2, 5, 3, 2, 2, 4, 3, 2, 5, 5, 4, 6, 7, 1, 4, 1, 7]","[4, 2, 3, 3, 3, 3, 2, 4, 1, 3, 2, 2, 3, 3, 4, 3, 4, 4, 2, 4, 2, 2, 4, 3]","[2, 2, 5, 4, 6, 3, 4, 4, 5, 5, 4, 4, 3, 6, 4, 3, 3, 4]",27,33,24,18,train
15508,55728,image01814.jpg,214.0,94.0,59.0,59.0,243.68475341799999,112.855911255,35.030052185100004,24.86003685,-1.53732645512,1.0,0.0,0.0,4.9375,0.358974,0.439394,3.4,0.0,0.0,-0.0993505790829659,-0.2891925573349,-0.042378272861242315,"[4, 1, 3, 1, 6, 1, 3, 5, 4, 4, 4, 7, 3, 2, 2, 2, 3, 3, 4, 4, 6, 4, 7, 5, 2, 1]","[2, 1, 3, 7, 4, 4, 2, 3, 6, 4, 2, 5, 5, 1, 6, 2, 2, 5, 2, 2, 4, 3, 3, 6, 5, 2, 5, 2, 5, 4]","[5, 6, 5, 5, 4, 4, 5, 4, 5, 6, 5, 5, 6, 5, 5, 4]","[3, 4, 4, 4, 3, 2, 3, 2, 2, 5, 3, 3, 4, 4, 5]",26,30,16,15,train
14279,54425,image66615.jpg,220.0,77.0,127.0,127.0,293.52078247099996,112.85647583,74.51140594479999,52.87906265260001,-1.41477143764,0.0,0.0,0.0,4.0,0.346774,0.669231,3.736842105,0.0,0.0,-0.201466530561447,-0.657120943069458,0.330403625965118,"[3, 7, 3, 6, 4, 5, 3, 2, 4, 2, 2, 3, 2, 1, 3, 5, 2, 1, 1, 3, 2, 1, 5, 4, 4, 3, 1, 2, 2, 3, 3, 2, 5, 1, 4, 3, 4, 1, 4, 4, 7, 4, 4, 4, 2, 3, 2, 6, 1, 3, 3, 5, 2, 4, 3, 3, 3, 1, 1, 3, 3, 4]","[6, 6, 7, 5, 6, 7, 4, 5, 7, 2, 7, 4, 4, 6, 6, 7, 6, 2, 1, 6, 5, 6, 7, 3, 5, 2, 6, 6, 6, 4, 3, 5, 6, 6, 3, 5, 4, 6, 4, 3, 7, 3, 7, 2, 6, 7, 6, 4, 3, 4, 6, 5, 5, 6, 5, 6, 5, 6, 5, 4, 5, 4, 5, 6, 5]","[5, 4, 4, 3, 3, 5, 6, 4, 5, 3, 4, 4, 3, 6, 3, 3, 4, 3]","[7, 6, 7, 4, 1, 4, 3, 3, 2, 4, 4, 3, 2, 1, 3, 4, 4, 5, 4]",62,65,18,19,train
15340,55550,image01132.jpg,72.0,103.0,146.0,146.0,145.105316162,142.309143066,83.1373748779,59.000717163100006,1.36380410194,1.0,0.0,0.0,3.461538462,0.552511,0.439394,4.25,0.0,0.0,0.268212616443634,-0.6438369154930109,0.0421054363250732,"[4, 6, 5, 4, 4, 6, 6, 5, 7, 7, 3, 6, 4, 5, 7, 5, 2, 3, 7, 6, 5, 4, 4, 2, 7, 3, 4, 3, 4, 6, 5, 4, 2, 7, 4, 4, 4, 3, 2, 3, 3, 3, 2, 5, 6, 4, 4, 3, 1, 5, 5, 5, 5, 4, 4, 5, 5, 2, 4, 5, 4, 6, 7, 3, 6, 1, 3, 3, 5, 4, 4, 3, 4]","[1, 6, 1, 3, 4, 2, 6, 3, 3, 4, 6, 5, 4, 4, 6, 4, 2, 1, 1, 4, 1, 2, 6, 1, 4, 5, 1, 4, 5, 5, 4, 1, 2, 2, 4, 3, 3, 3, 4, 3, 2, 6, 3, 4, 4, 2, 5, 6, 6, 2, 5, 4, 7, 2, 4, 4, 3, 7, 4, 3, 5, 6, 3, 4, 4, 2]","[4, 3, 3, 3, 3, 3, 2, 4, 3, 4, 5, 3, 5]","[5, 5, 3, 6, 2, 5, 5, 4, 4, 6, 3, 3]",73,66,13,12,train
18330,58815,image13583.jpg,145.0,92.0,145.0,145.0,231.21014404299999,141.5909729,84.0260162354,59.63136672970001,-1.3597029447600002,0.0,0.0,0.0,1.3125,0.625,0.229167,4.0,0.0,0.0,-0.2449508905410769,-0.167167529463768,0.24286663532257105,"[6, 7, 5, 1, 3, 5, 6, 5, 6, 6, 5, 4, 5, 5, 2, 3, 1, 4, 5, 5, 7, 5, 4, 5, 5, 2, 4, 1]","[2, 3, 1, 1, 2, 5, 3, 4, 1, 2, 1, 2, 1, 1, 3, 3, 3, 1, 1, 2]","[1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2]","[3, 5, 1, 2, 4, 6, 4, 3, 6, 6, 4, 4, 4, 2, 3, 7, 4]",28,20,16,17,train
10066,49890,image25201.jpg,140.0,138.0,209.0,209.0,245.25030517599998,211.669937134,118.278335571,83.9394607544,1.38717401028,1.0,0.0,0.0,5.19047619,0.62963,0.424242,4.0,0.0,0.0,0.17184211313724498,-0.142500638961792,0.10177465528249699,"[5, 7, 5, 5, 5, 5, 6, 6, 7, 7, 5, 6, 4, 2, 3, 3, 3, 1, 6, 3, 5, 4, 5, 5, 5, 5, 4, 6, 7, 4, 5, 3, 5, 2, 4]","[5, 3, 3, 1, 2, 6, 3, 4, 6, 4, 1, 1, 4, 3, 7, 7, 2, 4, 4, 1, 4, 3, 3, 2, 5]","[5, 5, 6, 6, 5, 7, 5, 5, 6, 5, 4, 5, 5, 4, 5, 5, 5, 6, 5, 5, 5]","[5, 4, 3, 3, 6, 4, 4, 2, 5, 4, 3, 5, 4, 3, 2, 7, 4, 4]",35,25,21,18,train
